Pretrained model,Lower Bound,Upper Bound,Scaling,Alpha,Features,Mean Square Error,R2-Square
vgg19,0,11.csv,KnnImpute,7.0,4,0.35076922691265466,0.49931538459016833
vgg19,0,11.csv,Standardization,8.0,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,KnnImpute,3.5,9,0.2015906044808181,0.7122515131584009
vgg19,0,11.csv,KnnImpute,4.5,8,0.25266580881677164,0.6393472585149531
vgg19,0,11.csv,KnnImpute,13.5,2,0.5186655985785356,0.25966172108002694
vgg19,0,11.csv,KnnImpute,12.0,2,0.47510379602281577,0.3218414184016528
vgg19,0,11.csv,Standardization,5.5,0,0.7006090847364281,-4.265833513894535e-05
vgg19,0,11.csv,MinMax,9.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,MinMax,11.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,Standardization,6.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,Standardization,13.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,MinMax,13.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,Standardization,18.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,Standardization,19.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,Standardization,12.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,KnnImpute,15.5,2,0.5911318460772129,0.15622409749366928
vgg19,0,11.csv,MinMax,3.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,KnnImpute,5.0,6,0.32034966201769544,0.5427359784786958
vgg19,0,11.csv,KnnImpute,7.5,3,0.4122603247365718,0.41154358392202495
vgg19,0,11.csv,KnnImpute,18.0,2,0.6695195686827221,0.04433421738350496
vgg19,0,11.csv,KnnImpute,2.0,10,0.18036006456565054,0.7425557813119346
vgg19,0,11.csv,KnnImpute,3.5,8,0.23338854354850888,0.6668634412540875
vgg19,0,11.csv,KnnImpute,12.0,2,0.5000686153899061,0.286206875732093
vgg19,0,11.csv,KnnImpute,16.0,2,0.6059198867430574,0.13511579070572222
vgg19,0,11.csv,KnnImpute,1.5,12,0.16947232467741022,0.7580968363429202
vgg19,0,11.csv,MinMax,17.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,MinMax,1.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,Standardization,1.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,MinMax,10.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,KnnImpute,14.5,2,0.5628900205284105,0.19653620721843346
vgg19,0,11.csv,Standardization,0.5,2,0.5498012732394105,0.21521895901017285
vgg19,0,11.csv,KnnImpute,1.0,15,0.15955294922054775,0.7722556573131578
vgg19,0,11.csv,Standardization,1.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,KnnImpute,19.0,1,0.690586827073951,0.014263015704292115
vgg19,0,11.csv,KnnImpute,9.0,2,0.43936802389721985,0.3728503152782675
vgg19,0,11.csv,KnnImpute,7.0,3,0.4012611472479315,0.4272437039103034
vgg19,0,11.csv,KnnImpute,8.5,2,0.43082394543581276,0.38504605056591934
vgg19,0,11.csv,MinMax,16.5,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,11.csv,KnnImpute,15.0,2,0.5767885573389976,0.1766975696645725
vgg19,0,11.csv,KnnImpute,14.0,2,0.5494362356454516,0.21574001015525224
vgg19,0,11.csv,KnnImpute,6.5,3,0.3907523045115699,0.4422439247967491
vgg19,0,11.csv,Standardization,10.0,0,0.7006090847364281,-4.26583351387233e-05
vgg19,0,16.csv,MinMax,2.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,MinMax,3.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,MinMax,6.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,0.5,2,0.5561924401563761,0.20826060003562985
vgg19,0,16.csv,KnnImpute,15.0,2,0.5658637368786456,0.19449351851684094
vgg19,0,16.csv,MinMax,2.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,11.5,2,0.45538142838928203,0.3517649776640627
vgg19,0,16.csv,MinMax,14.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,11.0,2,0.4416727659250576,0.37127924540687407
vgg19,0,16.csv,KnnImpute,3.5,8,0.24962197740755468,0.6446633568859534
vgg19,0,16.csv,Standardization,5.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,4.5,7,0.28289429563947616,0.5973002441026178
vgg19,0,16.csv,KnnImpute,19.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,1.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,1.5,13,0.1585997788274663,0.7742333684218443
vgg19,0,16.csv,KnnImpute,18.5,1,0.6857199113222927,0.023878370261035897
vgg19,0,16.csv,Standardization,1.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,10.0,2,0.41581472275291964,0.4080881448223448
vgg19,0,16.csv,KnnImpute,9.0,3,0.39126757005388757,0.443030992918772
vgg19,0,16.csv,KnnImpute,19.0,1,0.6948613819657781,0.010865495652330082
vgg19,0,16.csv,Standardization,5.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,17.5,2,0.6603854118346092,0.05994200574866804
vgg19,0,16.csv,MinMax,7.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,12.5,2,0.4843348943029348,0.31054974697354987
vgg19,0,16.csv,KnnImpute,13.0,2,0.4996012362276561,0.28881812402712603
vgg19,0,16.csv,MinMax,3.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,12.0,2,0.46960860255094367,0.3315126090220589
vgg19,0,16.csv,KnnImpute,7.0,4,0.346395028469488,0.5069070124110904
vgg19,0,16.csv,MinMax,18.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,13.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,9.5,2,0.4036576395967283,0.4253937409226689
vgg19,0,16.csv,KnnImpute,10.5,2,0.4284838640462701,0.3900536344596348
vgg19,0,16.csv,KnnImpute,8.0,3,0.3675256439344939,0.47682760175883854
vgg19,0,16.csv,KnnImpute,6.5,6,0.33289476106662347,0.5261246299858587
vgg19,0,16.csv,MinMax,15.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,17.0,2,0.6404416502529966,0.08833193104721915
vgg19,0,16.csv,KnnImpute,16.0,2,0.6021132669754015,0.14289234752694624
vgg19,0,16.csv,KnnImpute,16.5,2,0.6210176019665943,0.11598204497331155
vgg19,0,16.csv,MinMax,14.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,MinMax,13.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,MinMax,1.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,15.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,5.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,12.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,9.5,3,0.32743001436338987,0.5339036916260331
vgg19,0,16.csv,MinMax,11.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,MinMax,7.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,2.5,9,0.1476070189592588,0.7898815514492152
vgg19,0,16.csv,KnnImpute,11.0,2,0.3752351252229242,0.4658531626103629
vgg19,0,16.csv,KnnImpute,9.0,3,0.31388273881609435,0.5531882252488779
vgg19,0,16.csv,KnnImpute,8.5,3,0.30221616286634484,0.5697955848158229
vgg19,0,16.csv,KnnImpute,4.0,9,0.19106280354889266,0.7280222841670057
vgg19,0,16.csv,KnnImpute,18.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,8.0,3,0.2910488267442898,0.5856922769714918
vgg19,0,16.csv,KnnImpute,15.0,2,0.5456521840033433,0.22326464446263916
vgg19,0,16.csv,KnnImpute,19.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,1.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,3.5,9,0.17449006282903418,0.7516135645332341
vgg19,0,16.csv,KnnImpute,4.5,9,0.20944114933822774,0.7018607267328649
vgg19,0,16.csv,KnnImpute,16.5,2,0.6244857376203237,0.11104515722865471
vgg19,0,16.csv,Standardization,17.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,2.0,9,0.13698352298285185,0.8050040876841908
vgg19,0,16.csv,KnnImpute,5.0,7,0.22243430412024148,0.6833649834828066
vgg19,0,16.csv,MinMax,2.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,2.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,12.5,2,0.4323532752218335,0.3845455313982292
vgg19,0,16.csv,MinMax,6.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,19.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,7.5,3,0.280753723330416,0.6003473467117061
vgg19,0,16.csv,KnnImpute,6.5,5,0.25959678965713945,0.6304642213079454
vgg19,0,16.csv,Standardization,10.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,3.0,9,0.16014004978154786,0.7720407942102563
vgg19,0,16.csv,KnnImpute,16.0,2,0.5973033690523241,0.14973923256270205
vgg19,0,16.csv,MinMax,13.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,MinMax,5.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,4.0,9,0.33338800104848093,0.5254225033493218
vgg19,0,16.csv,MinMax,12.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,9.5,2,0.4618761407250424,0.3425197609433708
vgg19,0,16.csv,Standardization,19.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,MinMax,6.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,7.0,3,0.43912496794674166,0.37490603336180417
vgg19,0,16.csv,KnnImpute,7.5,3,0.4449468994461253,0.366618519510196
vgg19,0,16.csv,KnnImpute,4.5,8,0.3579448115649799,0.4904659073590828
vgg19,0,16.csv,KnnImpute,13.5,2,0.5304520164753767,0.24490206821936367
vgg19,0,16.csv,KnnImpute,5.0,7,0.38161040132824403,0.4567779632480451
vgg19,0,16.csv,Standardization,4.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,13.0,2,0.5190877979400017,0.2610790222997392
vgg19,0,16.csv,Standardization,2.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,6.5,4,0.4334319051516431,0.38301010273765457
vgg19,0,16.csv,KnnImpute,1.5,12,0.2331317938758202,0.6681371171748332
vgg19,0,16.csv,MinMax,1.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,16.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,0.5,19,0.1854941727632601,0.7359492246978769
vgg19,0,16.csv,MinMax,9.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,14.5,2,0.5555731842836198,0.20914211017083173
vgg19,0,16.csv,KnnImpute,18.5,2,0.6879609320164978,0.0206882794729647
vgg19,0,16.csv,MinMax,0.5,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,0.5,2,0.5524788382151786,0.21354690880279603
vgg19,0,16.csv,MinMax,2.0,0,0.7024943412657091,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,16.5,2,0.6153864428500769,0.12399799452264704
vgg19,0,16.csv,KnnImpute,1.0,13,0.21371268816814115,0.6957801953448991
vgg19,0,16.csv,KnnImpute,11.0,2,0.4816156392682475,0.3144206038821912
vgg19,0,16.csv,KnnImpute,12.5,2,0.5085211563171245,0.2761206264175212
vgg19,0,16.csv,KnnImpute,17.5,2,0.6500785336082925,0.07461383692299217
vgg19,0,16.csv,KnnImpute,18.0,2,0.6686209443561465,0.04821873317927494
vgg19,0,16.csv,KnnImpute,15.0,2,0.5693301335564878,0.1895591062026757
vgg19,0,16.csv,KnnImpute,3.5,9,0.21133486211538333,0.6991650284283923
vgg19,0,16.csv,Standardization,14.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,6.5,5,0.33715408877161346,0.5200614811223966
vgg19,0,16.csv,KnnImpute,7.0,3,0.34925174608896686,0.5028404776461124
vgg19,0,16.csv,MinMax,14.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,19.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,9.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,12.0,2,0.4692848522675184,0.3319734672370057
vgg19,0,16.csv,MinMax,10.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,MinMax,18.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,15.0,2,0.5632038867374868,0.19827981261707017
vgg19,0,16.csv,Standardization,11.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,19.0,1,0.6971833058138057,0.007560239303136429
vgg19,0,16.csv,KnnImpute,2.5,9,0.16563895314226215,0.7642131106012343
vgg19,0,16.csv,Standardization,2.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,MinMax,2.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,3.0,9,0.18703884403907975,0.7337503866325559
vgg19,0,16.csv,KnnImpute,8.0,3,0.3704379850479771,0.47268188700400926
vgg19,0,16.csv,KnnImpute,10.0,2,0.417145179393552,0.4061942410827746
vgg19,0,16.csv,KnnImpute,17.5,2,0.6558847609832997,0.06634867787722665
vgg19,0,16.csv,MinMax,4.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,5.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,18.0,2,0.6759935718454003,0.03772380508772899
vgg19,0,16.csv,KnnImpute,1.0,15,0.1123570500718092,0.8400598480256041
vgg19,0,16.csv,KnnImpute,0.5,22,0.0925073916923072,0.8683158175070772
vgg19,0,16.csv,KnnImpute,13.0,2,0.49846358197763263,0.29043757375036805
vgg19,0,16.csv,Standardization,0.5,2,0.5495545101783362,0.21770968693141945
vgg19,0,16.csv,KnnImpute,4.5,8,0.25339905220333087,0.6392866945717595
vgg19,0,16.csv,MinMax,5.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,KnnImpute,6.0,5,0.318146348561014,0.5471189809057224
vgg19,0,16.csv,KnnImpute,9.0,3,0.3936705361946952,0.43961037294428473
vgg19,0,16.csv,KnnImpute,11.5,2,0.45546470916224147,0.35164642756440123
vgg19,0,16.csv,KnnImpute,16.5,2,0.6172397752720367,0.12135977761469285
vgg19,0,16.csv,MinMax,2.0,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,Standardization,7.5,0,0.702494341265709,-1.4519618174446691e-08
vgg19,0,16.csv,MinMax,11.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,Standardization,17.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,Standardization,19.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,MinMax,16.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,MinMax,7.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,MinMax,1.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,MinMax,15.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,MinMax,5.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,KnnImpute,0.5,20,0.10636050505456462,0.8476566867093345
vgg19,0,16.csv,KnnImpute,13.5,2,0.5060972574093893,0.275101852877519
vgg19,0,16.csv,KnnImpute,9.5,3,0.3931046163651799,0.43694457170728385
vgg19,0,16.csv,KnnImpute,14.5,2,0.5402157908175114,0.22623286319619829
vgg19,0,16.csv,KnnImpute,7.5,3,0.3502176768287186,0.4983728101547146
vgg19,0,16.csv,KnnImpute,14.0,2,0.5228606218854094,0.2510911875947074
vgg19,0,16.csv,Standardization,18.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,KnnImpute,12.5,2,0.47434339076020554,0.3205838600628449
vgg19,0,16.csv,KnnImpute,8.0,3,0.3601230595709291,0.4841850359843459
vgg19,0,16.csv,KnnImpute,6.5,4,0.3303687378467074,0.5268030355308779
vgg19,0,16.csv,KnnImpute,3.0,9,0.18640227060064837,0.7330104864240932
vgg19,0,16.csv,Standardization,10.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,KnnImpute,19.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,KnnImpute,17.0,2,0.6358687023192297,0.08922635446821814
vgg19,0,16.csv,KnnImpute,9.0,3,0.3813229775696335,0.45381976320046646
vgg19,0,16.csv,KnnImpute,16.5,2,0.6155545111067238,0.11832297444520712
vgg19,0,16.csv,Standardization,12.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,KnnImpute,6.0,5,0.317340045837216,0.5454644184149785
vgg19,0,16.csv,KnnImpute,2.5,9,0.16929739883117145,0.757510302755703
vgg19,0,16.csv,Standardization,13.0,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,KnnImpute,10.5,2,0.4179545586923254,0.4013512605693088
vgg19,0,16.csv,KnnImpute,18.5,1,0.6821337801014893,0.022959508185531163
vgg19,0,16.csv,KnnImpute,2.0,11,0.15579628495867662,0.7768483495184111
vgg19,0,16.csv,MinMax,11.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,KnnImpute,4.0,9,0.2296518179059685,0.671062874089668
vgg19,0,16.csv,KnnImpute,4.5,7,0.249524695484734,0.6425983607497232
vgg19,0,16.csv,MinMax,1.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,KnnImpute,15.5,2,0.5767015420499553,0.17397323705209555
vgg19,0,16.csv,Standardization,5.5,0,0.6981923510737713,-4.166040966957496e-05
vgg19,0,16.csv,KnnImpute,3.5,9,0.2063665994079467,0.7044149847708452
vgg19,0,16.csv,Standardization,13.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,Standardization,1.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,Standardization,12.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,9.5,2,0.3914824874821208,0.43926799512937975
vgg19,0,16.csv,Standardization,13.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,MinMax,16.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,Standardization,14.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,Standardization,16.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,11.0,2,0.43005803492484374,0.3840150917475199
vgg19,0,16.csv,KnnImpute,3.0,9,0.14743531612828298,0.7888240137303166
vgg19,0,16.csv,KnnImpute,16.5,2,0.6138273173020634,0.12079688547789802
vgg19,0,16.csv,MinMax,3.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,17.5,2,0.6543903516783127,0.06269724547683941
vgg19,0,16.csv,KnnImpute,15.5,2,0.5754640830216367,0.17574568640572352
vgg19,0,16.csv,KnnImpute,1.0,16,0.10547683027540915,0.848922400365535
vgg19,0,16.csv,MinMax,2.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,MinMax,0.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,15.0,2,0.5571073909173571,0.20203852221717333
vgg19,0,16.csv,KnnImpute,10.0,2,0.4037924949666092,0.4216360054556021
vgg19,0,16.csv,KnnImpute,7.5,3,0.34430101011763975,0.5068474277765463
vgg19,0,16.csv,MinMax,4.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,19.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,14.5,2,0.539300648837033,0.22754364826031515
vgg19,0,16.csv,KnnImpute,19.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,11.5,2,0.44401577783820123,0.3640230016348476
vgg19,0,16.csv,Standardization,2.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,5.0,7,0.2592498345751601,0.6286687549201155
vgg19,0,16.csv,Standardization,10.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,12.0,2,0.45850825052532473,0.34326500217068356
vgg19,0,16.csv,Standardization,3.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,4.5,8,0.2276282205923647,0.6739613326797464
vgg19,0,16.csv,KnnImpute,6.5,4,0.3225542405119217,0.5379959723740378
vgg19,0,16.csv,KnnImpute,5.5,5,0.2853012100804994,0.5913545953246281
vgg19,0,16.csv,KnnImpute,18.0,2,0.6754967939023705,0.03246586082384806
vgg19,0,16.csv,KnnImpute,9.0,3,0.37881120770404747,0.45741744584921584
vgg19,0,16.csv,MinMax,8.0,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,Standardization,18.5,0,0.6981923510737711,-4.1660409669352916e-05
vgg19,0,16.csv,KnnImpute,8.5,3,0.3664925659669998,0.4750618026196144
vgg19,0,16.csv,KnnImpute,13.0,2,0.4706097569002996,0.329133059488219
vgg19,0,16.csv,KnnImpute,9.5,2,0.37374519632364084,0.46721611119989037
vgg19,0,16.csv,MinMax,4.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,KnnImpute,7.0,4,0.328542461565127,0.5316538325296548
vgg19,0,16.csv,Standardization,2.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,KnnImpute,15.0,2,0.5459485224931687,0.22173561089275795
vgg19,0,16.csv,KnnImpute,11.5,2,0.42365073384788976,0.3960744172962053
vgg19,0,16.csv,KnnImpute,10.0,2,0.38484973897216856,0.4513862852280106
vgg19,0,16.csv,Standardization,8.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,Standardization,4.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,MinMax,7.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,KnnImpute,19.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,KnnImpute,1.5,13,0.12258483114043947,0.8252520067539476
vgg19,0,16.csv,MinMax,1.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,Standardization,1.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,KnnImpute,14.5,2,0.5257514807513359,0.2505270403139772
vgg19,0,16.csv,KnnImpute,13.5,2,0.4880823817106954,0.30422536011014645
vgg19,0,16.csv,KnnImpute,3.0,9,0.17984988969320748,0.743619116516905
vgg19,0,16.csv,KnnImpute,12.0,2,0.43839828078080406,0.37505139015774724
vgg19,0,16.csv,Standardization,3.0,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,KnnImpute,10.5,2,0.3968798611125068,0.43423702064958514
vgg19,0,16.csv,MinMax,18.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,KnnImpute,5.5,6,0.30169970130040924,0.5699189135009732
vgg19,0,16.csv,KnnImpute,18.0,1,0.6822223605329749,0.027473567964203305
vgg19,0,16.csv,KnnImpute,6.0,4,0.3192756373418586,0.5448639411680135
vgg19,0,16.csv,KnnImpute,15.5,2,0.5670538923826776,0.19164933512278093
vgg19,0,16.csv,KnnImpute,5.0,6,0.28420763432944945,0.5948543282049251
vgg19,0,16.csv,KnnImpute,19.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,KnnImpute,0.5,19,0.09618375567810501,0.8628874540899646
vgg19,0,16.csv,MinMax,17.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,Standardization,0.5,2,0.5290050295502638,0.24588901847839306
vgg19,0,16.csv,Standardization,7.5,0,0.701521580493067,-3.7992217142068796e-05
vgg19,0,16.csv,KnnImpute,3.5,9,0.2076106569893536,0.7040453916861837
vgg19,0,16.csv,Standardization,19.0,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,16.csv,KnnImpute,10.5,2,0.42201126807719785,0.3976251813319365
vgg19,0,16.csv,KnnImpute,17.0,2,0.6522281704905633,0.06901579258877544
vgg19,0,16.csv,Standardization,7.0,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,16.csv,KnnImpute,8.5,3,0.36769190009862335,0.47516012390667395
vgg19,0,16.csv,Standardization,11.0,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,16.csv,Standardization,7.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,16.csv,MinMax,1.0,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,16.csv,MinMax,19.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,16.csv,KnnImpute,1.5,12,0.16287019882027023,0.7675206471907645
vgg19,0,16.csv,KnnImpute,11.5,2,0.4515895919256176,0.35540536680926405
vgg19,0,16.csv,MinMax,17.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,16.csv,KnnImpute,14.5,2,0.5530379136878254,0.2105990096138194
vgg19,0,16.csv,KnnImpute,0.5,22,0.13362779229778862,0.8092609765584046
vgg19,0,16.csv,KnnImpute,16.0,2,0.6109568602036536,0.1279260633110323
vgg19,0,16.csv,KnnImpute,13.0,2,0.49990458986944025,0.2864410041798896
vgg19,0,16.csv,KnnImpute,9.0,2,0.381648642334757,0.45523840448910136
vgg19,0,16.csv,KnnImpute,4.5,8,0.25782957976974874,0.6319765416011243
vgg19,0,16.csv,Standardization,0.5,2,0.5298046014693246,0.24376201565970956
vgg19,0,16.csv,MinMax,5.5,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,16.csv,KnnImpute,6.5,5,0.3155705517271113,0.5495576344685986
vgg19,0,16.csv,Standardization,15.0,0,0.7006090847364284,-4.265833513894535e-05
vgg19,0,16.csv,KnnImpute,2.5,10,0.18726306971947854,0.7327024982544754
vgg19,0,16.csv,KnnImpute,4.0,9,0.23663552847255143,0.662228726252875
vgg19,0,16.csv,KnnImpute,12.0,2,0.46717462421129535,0.3331594418608721
vgg19,0,16.csv,KnnImpute,12.5,2,0.48329136697324865,0.31015455850080154
vgg19,0,16.csv,KnnImpute,8.0,3,0.3539413676802536,0.4947875014168631
vgg19,0,16.csv,KnnImpute,2.0,10,0.1761308309327452,0.7485925486578249
