Pretrained model,Lower Bound,Upper Bound,Scaling,Alpha,Features,Mean Square Error,R2-Square,,,,,,,
resnet101,0,85.csv,KnnImpute,17.0,13,0.39688300095650497,0.43503743246669235,,,,,,,
resnet101,0,85.csv,MinMax,18.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,13.5,14,0.40156726471918675,0.4283693875365999,,,,,,,
resnet101,0,85.csv,Standardization,16.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,19.5,13,0.40172636505872783,0.4281429083573306,,,,,,,
resnet101,0,85.csv,KnnImpute,9.5,18,0.40872408818846667,0.41818165625850934,,,,,,,
resnet101,0,85.csv,Standardization,5.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,12.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,10.0,18,0.4083047639256263,0.418778563940603,,,,,,,
resnet101,0,85.csv,KnnImpute,13.0,14,0.4025386744576182,0.42698658671462353,,,,,,,
resnet101,0,85.csv,KnnImpute,15.0,13,0.39925037756430576,0.43166747415797657,,,,,,,
resnet101,0,85.csv,KnnImpute,0.5,102,0.12073918528454115,0.8281278866672607,,,,,,,
resnet101,0,85.csv,MinMax,0.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,0.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,11.5,18,0.4047563724440707,0.4238296957784533,,,,,,,
resnet101,0,85.csv,KnnImpute,17.5,13,0.3976555395134224,0.433937724579021,,,,,,,
resnet101,0,85.csv,KnnImpute,15.5,13,0.39864231071408357,0.4325330567304362,,,,,,,
resnet101,0,85.csv,KnnImpute,18.5,13,0.3995884473323913,0.43118623217048235,,,,,,,
resnet101,0,85.csv,KnnImpute,5.0,27,0.40605343648725095,0.4219833263690197,,,,,,,
resnet101,0,85.csv,KnnImpute,16.5,13,0.39774397269720985,0.43381184002753537,,,,,,,
resnet101,0,85.csv,KnnImpute,1.5,58,0.3105470789771244,0.5579365337995098,,,,,,,
resnet101,0,85.csv,Standardization,1.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,9.0,18,0.40884178833099616,0.41801411021959545,,,,,,,
resnet101,0,85.csv,KnnImpute,3.0,43,0.41225706020831443,0.4131524740094684,,,,,,,
resnet101,0,85.csv,KnnImpute,12.0,17,0.4038994830635931,0.42504947698178,,,,,,,
resnet101,0,85.csv,MinMax,7.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,19.0,13,0.4006143061235322,0.4297259231747007,,,,,,,
resnet101,0,85.csv,KnnImpute,14.0,13,0.40065026092378764,0.42967474155135454,,,,,,,
resnet101,0,85.csv,KnnImpute,1.0,71,0.22796297251399242,0.6754949293780805,,,,,,,
resnet101,0,85.csv,KnnImpute,8.0,20,0.40912681232903086,0.41760837883440083,,,,,,,
resnet101,0,85.csv,Standardization,1.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,1.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,6.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,6.5,23,0.2683962584013265,0.6179381860717076,,,,,,,
resnet101,0,85.csv,Standardization,15.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,12.5,15,0.3316558240258904,0.527888255663597,,,,,,,
resnet101,0,85.csv,KnnImpute,18.5,11,0.4035862933498655,0.42549530223598875,,,,,,,
resnet101,0,85.csv,MinMax,2.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,8.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,7.5,23,0.2776721152872226,0.6047340127770653,,,,,,,
resnet101,0,85.csv,MinMax,10.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,17.5,11,0.3912000763201508,0.4431270701833876,,,,,,,
resnet101,0,85.csv,KnnImpute,18.0,11,0.3975397245886661,0.43410258701226034,,,,,,,
resnet101,0,85.csv,KnnImpute,13.0,15,0.3372971653039359,0.5198578118171862,,,,,,,
resnet101,0,85.csv,MinMax,16.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,2.0,61,0.14895709622723616,0.7879597177656192,,,,,,,
resnet101,0,85.csv,Standardization,0.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,2.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,4.5,34,0.24640084947800084,0.6492486293744404,,,,,,,
resnet101,0,85.csv,KnnImpute,13.5,15,0.34319653664284094,0.5114600624290095,,,,,,,
resnet101,0,85.csv,KnnImpute,7.0,23,0.27259610836394094,0.6119597037169207,,,,,,,
resnet101,0,85.csv,Standardization,5.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,14.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,8.0,20,0.2819919514249097,0.5985847302182532,,,,,,,
resnet101,0,85.csv,Standardization,6.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,14.5,14,0.35485502869090335,0.494864210288288,,,,,,,
resnet101,0,85.csv,KnnImpute,19.5,10,0.4133029088344671,0.4116637095029051,,,,,,,
resnet101,0,85.csv,KnnImpute,9.0,22,0.29443837964137043,0.5808672517048277,,,,,,,
resnet101,0,85.csv,KnnImpute,17.0,11,0.3852244148493463,0.45163341850044636,,,,,,,
resnet101,0,85.csv,KnnImpute,15.0,14,0.36161190464133186,0.4852458039159866,,,,,,,
resnet101,0,85.csv,Standardization,19.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,11.5,16,0.3214236174531107,0.5424537918114208,,,,,,,
resnet101,0,85.csv,MinMax,11.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,4.0,41,0.23650627045504602,0.6633335530320359,,,,,,,
resnet101,0,85.csv,KnnImpute,3.5,44,0.2232686592144634,0.6821772798141434,,,,,,,
resnet101,0,85.csv,KnnImpute,9.5,19,0.2993761434793497,0.5738383496630303,,,,,,,
resnet101,0,85.csv,KnnImpute,1.5,66,0.12150066132216839,0.8270439262650864,,,,,,,
resnet101,0,85.csv,KnnImpute,16.5,11,0.37979590899930377,0.45936089132119773,,,,,,,
resnet101,0,85.csv,Standardization,1.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,12.0,17,0.4085794395554026,0.4147795224140681,,,,,,,
resnet101,0,85.csv,Standardization,18.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,Standardization,14.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,MinMax,11.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,MinMax,17.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,6.5,26,0.2763185785299212,0.6042206855315364,,,,,,,
resnet101,0,85.csv,Standardization,2.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,Standardization,9.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,Standardization,16.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,MinMax,8.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,5.0,30,0.24557771565205042,0.6482517373004831,,,,,,,
resnet101,0,85.csv,KnnImpute,7.5,24,0.30112302912470257,0.5686925335542115,,,,,,,
resnet101,0,85.csv,MinMax,10.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,5.5,28,0.2550880080214701,0.6346298628163685,,,,,,,
resnet101,0,85.csv,KnnImpute,11.5,17,0.39736320267197806,0.43084487194016585,,,,,,,
resnet101,0,85.csv,KnnImpute,16.5,12,0.486697790589762,0.3028882859135241,,,,,,,
resnet101,0,85.csv,KnnImpute,9.5,20,0.3539869796525881,0.4929739256656879,,,,,,,
resnet101,0,85.csv,KnnImpute,15.0,12,0.4693758961892238,0.32769895021128415,,,,,,,
resnet101,0,85.csv,MinMax,12.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,0.5,104,0.07073346372945875,0.8986863571253002,,,,,,,
resnet101,0,85.csv,KnnImpute,3.0,43,0.19716709536287444,0.7175917078988352,,,,,,,
resnet101,0,85.csv,Standardization,0.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,MinMax,0.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,Standardization,4.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,Standardization,1.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,3.5,41,0.21210715037880082,0.6961926229593323,,,,,,,
resnet101,0,85.csv,KnnImpute,4.0,36,0.22932534252016729,0.6715304944902603,,,,,,,
resnet101,0,85.csv,KnnImpute,15.5,12,0.4744839471418115,0.32038253697898955,,,,,,,
resnet101,0,85.csv,MinMax,13.0,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,6.0,27,0.2659151911157758,0.6191217665982749,,,,,,,
resnet101,0,85.csv,KnnImpute,1.5,70,0.11517327783330374,0.8350338902709183,,,,,,,
resnet101,0,85.csv,Standardization,19.5,0,0.6981923510737713,-4.166040966957496e-05,,,,,,,
resnet101,0,85.csv,Standardization,3.0,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,Standardization,9.5,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,Standardization,13.0,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,17.5,13,0.428827034721442,0.3857782899342105,,,,,,,
resnet101,0,85.csv,Standardization,17.5,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,9.0,18,0.3343861951043764,0.521048712069148,,,,,,,
resnet101,0,85.csv,Standardization,7.0,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,Standardization,2.0,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,MinMax,0.5,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,6.0,26,0.29349731075269925,0.5796150766769288,,,,,,,
resnet101,0,85.csv,MinMax,6.0,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,10.5,15,0.35373243242668606,0.49333852122456534,,,,,,,
resnet101,0,85.csv,KnnImpute,1.5,64,0.1926532625561123,0.7240570048158579,,,,,,,
resnet101,0,85.csv,KnnImpute,3.5,43,0.26086914173813747,0.6263493731315775,,,,,,,
resnet101,0,85.csv,MinMax,1.5,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,5.0,31,0.27726805406507055,0.6028607234963912,,,,,,,
resnet101,0,85.csv,MinMax,6.5,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,17.0,13,0.4237937385447716,0.39298762967863754,,,,,,,
resnet101,0,85.csv,KnnImpute,2.5,53,0.22447009813696414,0.6784848053577537,,,,,,,
resnet101,0,85.csv,KnnImpute,18.5,11,0.4350501745268568,0.3768647017884833,,,,,,,
resnet101,0,85.csv,MinMax,8.0,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,4.0,38,0.267186696825983,0.6173005511700331,,,,,,,
resnet101,0,85.csv,KnnImpute,16.0,14,0.4138193358279225,0.4072742632105173,,,,,,,
resnet101,0,85.csv,KnnImpute,10.0,17,0.3487003405134503,0.5005461360666745,,,,,,,
resnet101,0,85.csv,Standardization,14.0,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,18.0,12,0.43232954504712795,0.3807615402715794,,,,,,,
resnet101,0,85.csv,Standardization,13.5,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,7.5,25,0.31591852002880905,0.5475005120896917,,,,,,,
resnet101,0,85.csv,KnnImpute,11.0,15,0.35886646517506376,0.48598489349377005,,,,,,,
resnet101,0,85.csv,Standardization,19.0,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,1.0,79,0.15558095153431506,0.7771567779835885,,,,,,,
resnet101,0,85.csv,MinMax,1.0,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,Standardization,1.0,0,0.6981923510737711,-4.1660409669352916e-05,,,,,,,
resnet101,0,85.csv,MinMax,14.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,Standardization,8.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,Standardization,6.0,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,MinMax,7.0,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,MinMax,0.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,2.5,52,0.2526389042089489,0.6398564070637981,,,,,,,
resnet101,0,85.csv,KnnImpute,14.5,15,0.40355867531998724,0.42471619030571217,,,,,,,
resnet101,0,85.csv,MinMax,7.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,MinMax,1.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,Standardization,18.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,13.5,17,0.39247908273060805,0.44051044929326755,,,,,,,
resnet101,0,85.csv,KnnImpute,19.0,12,0.4401245022919657,0.37259061469175114,,,,,,,
resnet101,0,85.csv,KnnImpute,4.5,33,0.3171481697044721,0.5478967038424042,,,,,,,
resnet101,0,85.csv,KnnImpute,10.5,19,0.3672512732267504,0.47647337426350467,,,,,,,
resnet101,0,85.csv,KnnImpute,15.0,15,0.4093334751597997,0.41648405690048906,,,,,,,
resnet101,0,85.csv,Standardization,12.0,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,9.5,20,0.35749081311283576,0.4903871742189876,,,,,,,
resnet101,0,85.csv,KnnImpute,12.5,17,0.3849827649226531,0.4511966531366617,,,,,,,
resnet101,0,85.csv,KnnImpute,14.0,16,0.3973296316824461,0.4335958605338772,,,,,,,
resnet101,0,85.csv,KnnImpute,4.0,39,0.3082640227930126,0.5605612956196857,,,,,,,
resnet101,0,85.csv,KnnImpute,13.0,16,0.3883733651512431,0.4463632607802541,,,,,,,
resnet101,0,85.csv,Standardization,19.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,16.0,14,0.41834435534584635,0.4036388034115945,,,,,,,
resnet101,0,85.csv,MinMax,17.0,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,11.0,19,0.3724805577576677,0.46901888768968447,,,,,,,
resnet101,0,85.csv,KnnImpute,5.0,30,0.3232534765083393,0.5391934238182634,,,,,,,
resnet101,0,85.csv,Standardization,5.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,11.5,18,0.37721716728829074,0.46226672265779545,,,,,,,
resnet101,0,85.csv,KnnImpute,3.0,48,0.27531232779467885,0.6075348283271533,,,,,,,
resnet101,0,85.csv,MinMax,15.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,8.0,20,0.3477235453157309,0.5043106787110356,,,,,,,
resnet101,0,85.csv,Standardization,3.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,18.0,12,0.4347940448869417,0.38018932593477894,,,,,,,
resnet101,0,85.csv,KnnImpute,17.5,13,0.43106649272313613,0.38550305239085847,,,,,,,
resnet101,0,85.csv,MinMax,2.5,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,9.0,20,0.353072820964881,0.4966851415518905,,,,,,,
resnet101,0,85.csv,KnnImpute,6.5,23,0.3390722469014264,0.5166433386560534,,,,,,,
resnet101,0,85.csv,KnnImpute,16.5,13,0.42255471130754374,0.39763682707966763,,,,,,,
resnet101,0,85.csv,MinMax,2.0,0,0.701521580493067,-3.7992217142068796e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,1.0,72,0.1458929784014546,0.7920256122461347,,,,,,,
resnet101,0,85.csv,Standardization,2.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,Standardization,12.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,Standardization,1.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,Standardization,5.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,MinMax,9.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,14.0,12,0.6379783250592163,0.08935588468362776,,,,,,,
resnet101,0,85.csv,KnnImpute,10.5,17,0.6002214776961635,0.14324964488444814,,,,,,,
resnet101,0,85.csv,KnnImpute,8.0,20,0.5473353249631333,0.2187388298243702,,,,,,,
resnet101,0,85.csv,KnnImpute,9.0,19,0.5684220603457567,0.1886398268752697,,,,,,,
resnet101,0,85.csv,MinMax,2.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,3.5,33,0.48339894769090563,0.31000099882078136,,,,,,,
resnet101,0,85.csv,KnnImpute,15.5,13,0.653936192693557,0.06657777815021049,,,,,,,
resnet101,0,85.csv,MinMax,3.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,MinMax,12.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,16.0,13,0.660523490790029,0.057175132305102405,,,,,,,
resnet101,0,85.csv,KnnImpute,18.0,11,0.6789976491121242,0.030805296684311645,,,,,,,
resnet101,0,85.csv,KnnImpute,2.0,56,0.4110744586665204,0.4132362777265447,,,,,,,
resnet101,0,85.csv,KnnImpute,14.5,13,0.6423899415126815,0.08305878585662907,,,,,,,
resnet101,0,85.csv,Standardization,2.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,MinMax,11.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,19.0,10,0.6811374450510279,0.02775097257453929,,,,,,,
resnet101,0,85.csv,Standardization,8.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,16.5,13,0.6672835484246025,0.04752589115956285,,,,,,,
resnet101,0,85.csv,KnnImpute,5.0,28,0.5103835644937391,0.271483416748872,,,,,,,
resnet101,0,85.csv,KnnImpute,9.5,18,0.5794324216715326,0.17292374318560177,,,,,,,
resnet101,0,85.csv,Standardization,11.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,15.0,13,0.6479888480252384,0.07506696063687224,,,,,,,
resnet101,0,85.csv,KnnImpute,10.0,17,0.5898994195530614,0.1579832512418381,,,,,,,
resnet101,0,85.csv,Standardization,17.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,1.0,77,0.3037948615183378,0.5663661412331706,,,,,,,
resnet101,0,85.csv,MinMax,1.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,7.0,22,0.5300951209713781,0.24334733092115668,,,,,,,
resnet101,0,85.csv,Standardization,3.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,18.5,11,0.3928590504287012,0.43923677596967203,,,,,,,
resnet101,0,85.csv,Standardization,9.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,Standardization,6.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,MinMax,4.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,MinMax,3.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,MinMax,6.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,17.0,13,0.38232751640551943,0.4542693861803315,,,,,,,
resnet101,0,85.csv,KnnImpute,12.5,15,0.3594755513838001,0.48688806091118964,,,,,,,
resnet101,0,85.csv,MinMax,17.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,Standardization,2.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,13.0,16,0.3616926431257088,0.48372340551682613,,,,,,,
resnet101,0,85.csv,KnnImpute,0.5,105,0.0712912120962245,0.8982396106275674,,,,,,,
resnet101,0,85.csv,KnnImpute,9.0,19,0.3492835276863776,0.5014360573534846,,,,,,,
resnet101,0,85.csv,KnnImpute,7.0,23,0.3231399320201541,0.5387531739568541,,,,,,,
resnet101,0,85.csv,Standardization,0.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,1.5,67,0.15489421096169204,0.7789054954245582,,,,,,,
resnet101,0,85.csv,KnnImpute,11.5,15,0.35573770668716814,0.4922234244231687,,,,,,,
resnet101,0,85.csv,KnnImpute,1.0,77,0.12437736951028489,0.8224649409326594,,,,,,,
resnet101,0,85.csv,MinMax,5.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,Standardization,10.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,16.0,14,0.37475767513819735,0.46507450468232137,,,,,,,
resnet101,0,85.csv,KnnImpute,12.0,15,0.35747875464035467,0.4897382693469272,,,,,,,
resnet101,0,85.csv,KnnImpute,8.0,20,0.3358309832307854,0.5206380897162297,,,,,,,
resnet101,0,85.csv,KnnImpute,7.5,22,0.3299655406128396,0.529010366005181,,,,,,,
resnet101,0,85.csv,Standardization,5.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,10.0,17,0.3540736312278377,0.4945987097031834,,,,,,,
resnet101,0,85.csv,MinMax,15.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,8.5,18,0.3430320444123099,0.510359364356117,,,,,,,
resnet101,0,85.csv,KnnImpute,4.0,33,0.2800222526200826,0.6002989341645046,,,,,,,
resnet101,0,85.csv,MinMax,11.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,Standardization,19.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,15.5,14,0.37192937601964615,0.46911159159812543,,,,,,,
resnet101,0,85.csv,KnnImpute,14.0,15,0.36555030740687205,0.47821701268415207,,,,,,,
resnet101,0,85.csv,KnnImpute,13.5,15,0.3638522723894552,0.48064077151023477,,,,,,,
resnet101,0,85.csv,KnnImpute,16.5,14,0.3776527234832285,0.460942140563659,,,,,,,
resnet101,0,85.csv,MinMax,18.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,19.5,11,0.40081033043200326,0.4278871954904798,,,,,,,
resnet101,0,85.csv,KnnImpute,1.5,70,0.3041803005766664,0.5658159692343845,,,,,,,
resnet101,0,85.csv,MinMax,15.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,MinMax,13.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,MinMax,7.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,Standardization,18.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,Standardization,12.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,10.5,19,0.2911086665213141,0.584474293761273,,,,,,,
resnet101,0,85.csv,MinMax,18.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,15.0,13,0.3237318168492407,0.537908323253654,,,,,,,
resnet101,0,85.csv,MinMax,12.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,9.0,20,0.2823234201686485,0.597014269773651,,,,,,,
resnet101,0,85.csv,KnnImpute,5.5,30,0.2746683455635696,0.6079410495208717,,,,,,,
resnet101,0,85.csv,Standardization,5.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,Standardization,16.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,14.5,14,0.31833148633331687,0.5456167030087702,,,,,,,
resnet101,0,85.csv,KnnImpute,19.0,10,0.37624558147053894,0.4629506815170704,,,,,,,
resnet101,0,85.csv,KnnImpute,3.5,45,0.2924874781873428,0.5825061912717693,,,,,,,
resnet101,0,85.csv,KnnImpute,11.5,17,0.2955481824812594,0.5781373714474907,,,,,,,
resnet101,0,85.csv,KnnImpute,1.0,81,0.28477109170849935,0.5935204869969624,,,,,,,
resnet101,0,85.csv,Standardization,17.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,8.5,23,0.27839304744929805,0.6026244459305671,,,,,,,
resnet101,0,85.csv,KnnImpute,13.0,15,0.30542956813962063,0.5640327767496645,,,,,,,
resnet101,0,85.csv,KnnImpute,19.5,10,0.3822442411562631,0.4543882524688998,,,,,,,
resnet101,0,85.csv,KnnImpute,8.0,25,0.274651081234054,0.6079656924585088,,,,,,,
resnet101,0,85.csv,MinMax,8.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,7.5,23,0.2718865244725594,0.6119117941479033,,,,,,,
resnet101,0,85.csv,MinMax,10.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,Standardization,7.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,MinMax,7.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,16.0,14,0.3365692521542761,0.5195842917668475,,,,,,,
resnet101,0,85.csv,KnnImpute,17.5,13,0.35652691542887105,0.49109691546799183,,,,,,,
resnet101,0,85.csv,MinMax,2.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
